equipamento_id,unidade,modelo,marca,tipo_equipamento,falhas,downtime_h,mttr_h,mtbf_h,disponibilidade_pct,taxa_falha_por_dia,ultima_falha
15020014.0,USA1,IK ARADO MFD 6/5 PM HD,IKEDA,IMPLEMENTOS AGRICOLAS,158,677.9066666666666,4.290548523206751,54.93010969568295,92.7549800150006,0.4328767123287671,2026-04-25 15:57:57
13020001.0,USA1,CS COLHEDORA A8810SR,CASE,COLHEDORAS,158,520.5558333333333,3.2946571729957808,52.72042816702053,94.11826804690749,0.4328767123287671,2026-04-07 08:07:52
13020039.0,USA1,JD COLHEDORA CH670,JOHN DEERE,COLHEDORAS,143,295.18944444444446,2.0642618492618494,25.02021126760563,92.37843084355116,0.3917808219178082,2025-12-21 00:42:12
15150004.0,USA1,DM PLANTADEIRA DE CANA,DMB,IMPLEMENTOS AGRICOLAS,142,533.3655555555556,3.7560954616588424,61.755181245074866,94.2664902128632,0.38904109589041097,2026-04-24 08:52:49
13020002.0,USA1,CS COLHEDORA A8810SR,CASE,COLHEDORAS,139,491.20833333333337,3.533872901678657,63.11045893719807,94.69741416235914,0.38082191780821917,2026-04-24 07:23:09
15020009.0,USA1,IK ARADO MFD 6/5 PM HD,IKEDA,IMPLEMENTOS AGRICOLAS,132,701.0463888888888,5.310957491582491,51.96835877862595,90.72796632814422,0.36164383561643837,2026-04-13 11:20:01
13020239.0,USA1,JD COLHEDORA CH570,JOHN DEERE,COLHEDORAS,123,111.43694444444445,0.9059914182475158,64.24020036429872,98.60929488975863,0.336986301369863,2026-04-25 02:57:15
13100012.0,USA1,JD 8345R ,JOHN DEERE,TRATORES,103,1367.451111111111,13.276224379719524,82.18403322440086,86.09240671151669,0.2821917808219178,2026-04-14 19:31:21
15120002.0,USA1,DM DISTRIBUIDOR DE TORTA,DMB,IMPLEMENTOS AGRICOLAS,101,1710.9677777777777,16.94027502750275,86.28326944444444,83.58874894854384,0.27671232876712326,2026-04-24 08:57:37
15120025.0,USA1,SO DIST TORTA FILT SPANDE,SOLLUS,IMPLEMENTOS AGRICOLAS,100,1647.4697222222223,16.474697222222222,86.8016414141414,84.04794608353643,0.273972602739726,2026-04-25 13:50:58
15120001.0,USA1,DM CALCAREADEIRA,DMB,IMPLEMENTOS AGRICOLAS,97,1628.6775,16.79048969072165,87.94010127314816,83.96792232699796,0.26575342465753427,2026-04-25 03:17:04
15020008.0,USA1,IK ARADO MFD 6/5 PM HD,IKEDA,IMPLEMENTOS AGRICOLAS,95,223.98944444444444,2.357783625730994,91.75230496453901,97.49465369648503,0.2602739726027397,2026-04-25 09:11:00
11020061.0,USA1,VV VM 330 6X4,VOLVO,CAMINHOES,93,1799.9316666666666,19.35410394265233,92.43535326086956,82.6870042785729,0.2547945205479452,2026-04-21 15:08:22
11060095.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,93,409.8911111111111,4.407431302270012,91.97172403381643,95.42698700055968,0.2547945205479452,2026-04-19 18:10:55
11060070.0,USA1,VV FM 540 6x4,VOLVO,CAMINHOES,92,1236.4705555555556,13.43989734299517,95.8167612942613,87.6987842108397,0.25205479452054796,2026-04-25 07:03:47
11060223.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,92,431.04055555555556,4.685223429951691,94.61069597069597,95.28155491360391,0.25205479452054796,2026-04-23 08:04:21
11060019.0,USA1,VV FH 520 6X4,VOLVO,CAMINHOES,91,2454.469722222222,26.972194749694747,94.9031574074074,77.86903235780889,0.2493150684931507,2026-04-23 15:02:19
11060061.0,USA1,VV FM 540 6x4,VOLVO,CAMINHOES,91,1543.1866666666667,16.95809523809524,96.32771604938272,85.03069797941262,0.2493150684931507,2026-04-24 12:49:58
11050067.0,USA1,MB AXOR 3344 S 6x4 RODO,MERCEDES BENZ,CAMINHOES,85,2164.9344444444446,25.469816993464054,102.2605753968254,80.05970504213344,0.2328767123287671,2026-04-24 16:15:34
15120004.0,USA1,DM DISTRIBUIDOR DE TORTA,DMB,IMPLEMENTOS AGRICOLAS,85,659.9369444444444,7.763964052287581,92.8820701058201,92.28587185055802,0.2328767123287671,2026-03-20 14:00:38
13090309.0,USA1,JD 7200J,JOHN DEERE,TRATORES,85,309.7363888888889,3.6439575163398694,100.49498677248678,96.5008695438342,0.2328767123287671,2026-04-21 02:17:32
15140005.0,USA1,CM GRADE DESTORROADORA,CIVEMASA,IMPLEMENTOS AGRICOLAS,84,1344.7694444444444,16.00916005291005,103.8521017402945,86.6435912542532,0.23013698630136986,2026-04-24 15:52:28
11060220.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,84,642.8505555555555,7.652982804232804,104.3945983935743,93.16988129291043,0.23013698630136986,2026-04-25 20:39:06
11060210.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,84,528.1691666666667,6.287728174603175,104.13619143239626,94.30582776179173,0.23013698630136986,2026-04-25 15:08:44
13100475.0,USA1,JD 8345R ,JOHN DEERE,TRATORES,83,943.8491666666666,11.371676706827309,102.74946138211382,90.03543349001242,0.2273972602739726,2026-04-14 13:08:00
13100382.0,USA1,JD 7230J,JOHN DEERE,TRATORES,82,1088.7155555555555,13.277018970189701,107.00658093278464,88.96190421562085,0.22465753424657534,2026-04-25 12:36:53
13090024.0,USA1,JD 7195J,JOHN DEERE,TRATORES,81,1778.483611111111,21.9565877914952,106.17107291666666,82.86350685703532,0.2219178082191781,2026-04-25 10:42:00
11060209.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,79,1518.6541666666667,19.223470464135023,104.91132478632478,84.51403538762125,0.21643835616438356,2026-04-16 14:30:45
13100025.0,USA1,JD 7225J,JOHN DEERE,TRATORES,79,556.6011111111111,7.045583684950773,108.93890669515669,93.92540876641281,0.21643835616438356,2026-04-25 00:39:11
13100383.0,USA1,JD 7230J,JOHN DEERE,TRATORES,79,280.0413888888889,3.5448277074542895,110.12641025641027,96.88150866397605,0.21643835616438356,2026-04-24 09:11:36
13020029.0,USA1,CS COLHEDORA A9900,CASE,COLHEDORAS,78,425.2894444444444,5.452428774928775,111.38248556998556,95.33321969250358,0.2136986301369863,2026-04-24 10:37:05
13020028.0,USA1,CS COLHEDORA A9900,CASE,COLHEDORAS,78,331.60805555555555,4.251385327635328,110.33827922077923,96.28990507617804,0.2136986301369863,2026-04-18 15:35:51
11060224.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,77,483.6697222222222,6.281424963924964,114.04855263157896,94.77983367948399,0.21095890410958903,2026-04-25 20:41:19
11060096.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,77,434.00305555555553,5.6364033189033185,111.02400584795322,95.16853801631905,0.21095890410958903,2026-04-25 06:59:48
11020060.0,USA1,VV VM 330 6X4,VOLVO,CAMINHOES,76,1048.8216666666667,13.800285087719299,114.0907,89.2093370942027,0.20821917808219179,2026-04-20 21:40:09
13090310.0,USA1,JD 7200J,JOHN DEERE,TRATORES,76,370.20916666666665,4.871173245614035,114.38219999999998,95.91527424923957,0.20821917808219179,2026-04-25 02:26:54
11060093.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,75,1168.9086111111112,15.58544814814815,114.86459834834837,88.05255454733262,0.2054794520547945,2026-04-19 11:02:36
11060221.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,75,565.3780555555555,7.538374074074074,116.0731906906907,93.90156245621537,0.2054794520547945,2026-04-22 12:15:58
11020002.0,USA1,VV FM 420,VOLVO,CAMINHOES,74,720.5158333333334,9.736700450450451,118.04505327245053,92.38021065858526,0.20273972602739726,2026-04-23 07:50:57
13100347.0,USA1,JD 7230J,JOHN DEERE,TRATORES,74,689.2563888888889,9.314275525525526,103.74543378995435,91.76163145835167,0.20273972602739726,2026-03-13 09:20:00
11060231.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,73,272.7422222222222,3.736194824961948,118.0087037037037,96.93112822786392,0.2,2026-04-24 08:03:31
11060222.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,72,985.8694444444445,13.692631172839507,117.54262519561816,89.56634706881212,0.19726027397260273,2026-04-12 08:21:35
15150003.0,USA1,DM PLANTADEIRA DE CANA,DMB,IMPLEMENTOS AGRICOLAS,72,752.753611111111,10.454911265432097,59.75660798122066,85.10940743397954,0.19726027397260273,2026-02-28 06:45:27
11060208.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,71,1683.7966666666666,23.71544600938967,115.2765873015873,82.9375501282657,0.19452054794520549,2026-03-31 20:13:40
13100026.0,USA1,JD 7225J,JOHN DEERE,TRATORES,68,894.48,13.154117647058824,128.1574502487562,90.69140775739112,0.1863013698630137,2026-04-23 08:08:36
13100027.0,USA1,JD 7225J,JOHN DEERE,TRATORES,66,2734.837777777778,41.436936026936024,131.86466666666666,76.0896983161797,0.18082191780821918,2026-04-22 12:18:12
15380001.0,USA1,NN CRT APLIC VINHACA,NONINO,IMPLEMENTOS AGRICOLAS,66,536.4113888888888,8.127445286195286,131.17667948717948,94.165682244214,0.18082191780821918,2026-04-24 06:52:42
13090030.0,USA1,JD 7195J,JOHN DEERE,TRATORES,64,1488.2288888888888,23.253576388888888,137.10550705467372,85.4990588063115,0.17534246575342466,2026-04-21 07:32:00
13090324.0,USA1,JD 7200J,JOHN DEERE,TRATORES,64,921.2022222222222,14.393784722222222,135.4686331569665,90.39533398304988,0.17534246575342466,2026-04-23 09:31:11
13100003.0,USA1,CS PUMA 230 C4,CASE,TRATORES,64,483.6480555555556,7.557000868055556,135.8786331569665,94.73143412414711,0.17534246575342466,2026-04-21 01:27:48
13090029.0,USA1,JD 7195J,JOHN DEERE,TRATORES,63,823.7091666666665,13.074748677248675,132.17359318996415,90.9983490970233,0.1726027397260274,2026-04-15 14:44:12
13090028.0,USA1,JD 7195J,JOHN DEERE,TRATORES,63,315.09472222222223,5.001503527336861,135.21777329749105,96.43308420882451,0.1726027397260274,2026-04-17 12:45:07
13040001.0,USA1,CP MOTONIVELADORA 140K,CATERPILLAR,MAQUINAS PESADAS,62,2497.166944444444,40.276886200716845,128.27046903460837,76.1035193079818,0.16986301369863013,2026-03-25 07:38:30
13090020.0,USA1,JD 7185J,JOHN DEERE,TRATORES,62,1047.8897222222222,16.901447132616486,138.85736338797813,89.14896237578692,0.16986301369863013,2026-04-25 13:55:55
13100021.0,USA1,JD 7225J,JOHN DEERE,TRATORES,61,894.2819444444444,14.660359744990892,125.7961111111111,89.5623465009238,0.16712328767123288,2026-03-17 13:35:00
13100343.0,USA1,JD 7230J,JOHN DEERE,TRATORES,61,379.62972222222226,6.223438069216758,138.76318055555555,95.70757761768131,0.16712328767123288,2026-04-11 10:41:18
16050001.0,USA1,FC PRANCHA 3 EIXOS,FACHINI,IMPLEMENTOS RODOVIARIOS,60,1859.89,30.99816666666667,141.79406308851225,82.06043945923581,0.1643835616438356,2026-04-14 20:17:25
15150010.0,USA1,DM PLANTADEIRA DE CANA,DMB,IMPLEMENTOS AGRICOLAS,60,835.4944444444444,13.924907407407407,70.63446327683616,83.53238997082305,0.1643835616438356,2026-03-25 22:10:54
11140046.0,USA1,VV VM 290 6X4R,VOLVO,CAMINHOES,60,592.0469444444444,9.867449074074074,146.18361581920905,93.67678196824737,0.1643835616438356,2026-04-25 07:13:00
15140020.0,USA1,CM SUPER GRADE ARADORA,CIVEMASA,IMPLEMENTOS AGRICOLAS,59,808.7330555555556,13.707339924670434,145.26021072796934,91.37727173351097,0.16164383561643836,2026-04-17 13:34:26
11140151.0,USA1,VV VM270 6x4 I SHIFT,VOLVO,CAMINHOES,59,691.0405555555556,11.712551789077212,147.75541187739466,92.65523211071154,0.16164383561643836,2026-04-25 10:48:50
11050051.0,USA1,MB AXOR 3344 S 6x4 RODO,MERCEDES BENZ,CAMINHOES,58,3068.143888888889,52.89903256704981,147.82837719298246,73.6463332883685,0.1589041095890411,2026-04-14 19:44:30
13040002.0,USA1,NH MOTONIVEL. RG170B,NEW HOLLAND,MAQUINAS PESADAS,58,2842.235277777778,49.004056513409964,145.88600389863547,74.8555383431031,0.1589041095890411,2026-04-17 11:49:09
13090321.0,USA1,JD 6150J,JOHN DEERE,TRATORES,58,1165.5608333333334,20.095876436781612,143.99059454191035,87.75287425165524,0.1589041095890411,2026-04-15 11:09:26
15140002.0,USA1,CM GRADE DESTORROADORA,CIVEMASA,IMPLEMENTOS AGRICOLAS,58,869.8908333333334,14.998117816091955,118.7281432748538,88.78446335541236,0.1589041095890411,2026-04-09 08:50:00
13100016.0,USA1,JD 7225J,JOHN DEERE,TRATORES,58,293.0,5.051724137931035,149.05877192982456,96.7220116300774,0.1589041095890411,2026-04-20 18:05:00
13100022.0,USA1,JD 7225J,JOHN DEERE,TRATORES,57,277.8855555555555,4.875185185185185,153.099439484127,96.91394412527303,0.15616438356164383,2026-04-24 15:45:23
16080002.0,USA1,NM SEMI REB. BASCULANTE,NOMA,IMPLEMENTOS RODOVIARIOS,56,1336.6802777777777,23.869290674603175,142.24898989898992,85.63114752200394,0.15342465753424658,2026-03-25 10:00:39
13100278.0,USA1,CS PUMA 230 C4,CASE,TRATORES,55,398.71555555555557,7.2493737373737375,153.49041666666668,95.48999428259084,0.1506849315068493,2026-04-16 10:58:57
10500165.0,USA1,VW/POLO TRACK MA,VOLKSWAGEN,VEICULOS LEVES,55,227.81333333333333,4.142060606060606,148.99653292181068,97.29522094291225,0.1506849315068493,2026-04-24 13:42:52
11120011.0,USA1,VV VM 330 6X4,VOLVO,CAMINHOES,54,2156.275277777778,39.93102366255144,160.3737893081761,80.06487059879738,0.14794520547945206,2026-04-18 11:05:39
16050002.0,USA1,FC PRANCHA 3 EIXOS,FACHINI,IMPLEMENTOS RODOVIARIOS,53,1819.0716666666667,34.322106918238994,157.29032585470085,82.08774534014158,0.14520547945205478,2026-04-22 06:09:15
11140148.0,USA1,VV VM270 6x4 I SHIFT,VOLVO,CAMINHOES,53,1668.0794444444446,31.47319706498952,164.73171474358975,83.95901673669857,0.14520547945205478,2026-04-18 07:15:21
13100373.0,USA1,JD 7230J,JOHN DEERE,TRATORES,53,1563.9605555555556,29.508689727463313,165.31025641025641,84.85327514983923,0.14520547945205478,2026-04-23 12:13:00
13100275.0,USA1,CS PUMA 230 C4,CASE,TRATORES,53,669.1419444444444,12.625319706498951,165.1030876068376,92.89628490045465,0.14520547945205478,2026-04-23 04:38:00
13100277.0,USA1,CS PUMA 230 C4,CASE,TRATORES,52,1367.9319444444443,26.306383547008544,164.7418954248366,86.23050482915613,0.14246575342465753,2026-04-24 22:13:30
13100346.0,USA1,JD 7230J,JOHN DEERE,TRATORES,52,715.6711111111111,13.762905982905984,162.7062854030501,92.2009582098639,0.14246575342465753,2026-04-24 09:16:14
11120142.0,USA1,VV VM 360 6X4R,VOLVO,CAMINHOES,52,500.48083333333335,9.624631410256411,129.93039760348583,93.1033431913739,0.14246575342465753,2026-04-11 11:57:29
11020006.0,USA1,VV FMX 500 6X4 I Shift,VOLVO,CAMINHOES,51,1075.9994444444444,21.098028322440086,159.89639444444444,88.34327157715035,0.13972602739726028,2026-03-25 09:50:55
11040039.0,USA1,VV FM 540 6X4 EURO VI,VOLVO,CAMINHOES,51,592.5072222222223,11.617788671023966,162.29566666666668,93.31978733418555,0.13972602739726028,2026-04-25 19:20:43
13100449.0,USA1,JD 7230J,JOHN DEERE,TRATORES,51,451.82138888888886,8.859242919389978,168.30933888888887,94.99954064712392,0.13972602739726028,2026-04-24 16:53:01
13050051.0,USA1,CP PA 938K,CATERPILLAR,MAQUINAS PESADAS,50,2906.927222222222,58.13854444444444,176.50756235827663,75.22288128422923,0.136986301369863,2026-04-21 15:16:58
15380002.0,USA1,NN CRT APLIC VINHACA,NONINO,IMPLEMENTOS AGRICOLAS,50,461.4922222222222,9.229844444444444,166.54499433106574,94.74905253292123,0.136986301369863,2026-04-11 10:18:29
11060004.0,USA1,VV FM 480 6x4 R,VOLVO,CAMINHOES,49,1961.696111111111,40.03461451247165,174.4230613425926,81.3321605986591,0.13424657534246576,2026-04-10 08:49:23
11050042.0,USA1,VV FM 540 6x4,VOLVO,CAMINHOES,49,850.4919444444445,17.356978458049888,167.84420138888888,90.62804109974097,0.13424657534246576,2026-04-06 12:33:33
13100017.0,USA1,JD 7225J,JOHN DEERE,TRATORES,49,453.7394444444444,9.25998866213152,178.43175347222223,95.06638461722892,0.13424657534246576,2026-04-25 10:37:20
11140052.0,USA1,VV VM 290 6X4R,VOLVO,CAMINHOES,48,1021.075,21.272395833333334,181.5974172576832,89.51426261540963,0.13150684931506848,2026-04-16 23:04:08
11120125.0,USA1,MB ATEGO 2730/48,MERCEDES BENZ,CAMINHOES,48,711.9438888888889,14.832164351851851,171.86649527186762,92.05555927303108,0.13150684931506848,2026-04-15 01:06:31
13100450.0,USA1,JD 7230J,JOHN DEERE,TRATORES,48,147.33388888888888,3.0694560185185185,184.07080378250592,98.35980989778358,0.13150684931506848,2026-04-25 05:13:00
13050008.0,USA1,CP PA 938K,CATERPILLAR,MAQUINAS PESADAS,47,1624.5177777777776,34.564208037825054,187.8638043478261,84.46049682901595,0.12876712328767123,2026-04-23 08:55:54
11070060.0,USA1,VV VM270 6x4 I SHIFT,VOLVO,CAMINHOES,47,1342.4119444444445,28.561956264775414,166.96147946859904,85.39205484107597,0.12876712328767123,2026-03-19 21:04:20
15190042.0,USA1,MD SUBSOLADORES,MARCAS DIVERSAS,IMPLEMENTOS AGRICOLAS,47,509.59416666666664,10.842429078014185,183.82869565217388,94.4303865850461,0.12876712328767123,2026-04-17 15:19:26
11050043.0,USA1,VV FM 540 6x4,VOLVO,CAMINHOES,47,425.90305555555557,9.061767139479906,181.23089975845411,95.23798405519204,0.12876712328767123,2026-04-24 23:31:21
13100488.0,USA1,CS PUMA 230 C4,CASE,TRATORES,47,399.58583333333337,8.501826241134752,184.94746376811597,95.60513959977408,0.12876712328767123,2026-04-23 02:05:00
10500154.0,USA1,GM SPIN 18L AT PREMIER,CHEVROLET,VEICULOS LEVES,47,308.22194444444443,6.557913711583924,188.70729468599035,96.64153498444458,0.12876712328767123,2026-04-23 13:46:16
13090025.0,USA1,JD 7195J,JOHN DEERE,TRATORES,47,164.28694444444446,3.4954669030732863,184.58318840579707,98.14148665762582,0.12876712328767123,2026-04-18 08:36:07
11140007.0,USA1,VV VM 330 6X4,VOLVO,CAMINHOES,46,783.1902777777777,17.025875603864733,179.4404135802469,91.33394554629699,0.12602739726027398,2026-04-22 07:41:39
15220004.0,USA1,MT TRANSBORDO MGT22000,MEGATEC,IMPLEMENTOS AGRICOLAS,46,233.92722222222224,5.085374396135266,188.53906790123457,97.37358861526111,0.12602739726027398,2026-04-25 07:01:00
10500158.0,USA1,GM SPIN 18L AT PREMIER,CHEVROLET,VEICULOS LEVES,45,326.79305555555555,7.262067901234568,192.04977904040405,96.35642937804846,0.1232876712328767,2026-04-23 16:02:59
15380022.0,USA1,TM CVX-22500,TMA,IMPLEMENTOS AGRICOLAS,45,293.8075,6.529055555555556,185.78247474747474,96.60495886790171,0.1232876712328767,2026-04-21 00:56:18
15110086.0,USA1,SO DIST TORTA FILT SPANDE,SOLLUS,IMPLEMENTOS AGRICOLAS,44,369.99694444444447,8.409021464646464,199.53439922480618,95.95610121408713,0.12054794520547946,2026-04-23 21:00:01
11050044.0,USA1,VV FM 540 6x4,VOLVO,CAMINHOES,43,2174.3483333333334,50.56624031007752,202.6195833333333,80.0280127921793,0.1178082191780822,2026-04-24 08:19:45
15190043.0,USA1,MD SUBSOLADORES,MARCAS DIVERSAS,IMPLEMENTOS AGRICOLAS,43,675.8605555555556,15.717687338501293,171.96046296296296,91.62519061848477,0.1178082191780822,2026-04-23 14:59:28
11140149.0,USA1,VV VM270 6x4 I SHIFT,VOLVO,CAMINHOES,43,289.105,6.723372093023256,195.67842592592592,96.67820535250691,0.1178082191780822,2026-04-17 19:50:41
13090322.0,USA1,JD 6150J,JOHN DEERE,TRATORES,42,2290.4827777777778,54.53530423280423,206.9892750677507,79.14715917767332,0.11506849315068493,2026-04-18 08:18:43
13030001.0,USA1,CP ESCAVADEIRA 320 D2L,CATERPILLAR,MAQUINAS PESADAS,42,1391.9922222222222,33.14267195767196,168.7628726287263,83.58506101178924,0.11506849315068493,2026-02-12 17:36:40
13040060.0,USA1,CP MOTONIVELADORA 140K,CATERPILLAR,MAQUINAS PESADAS,41,487.2244444444445,11.883523035230354,213.71708333333336,94.73249508212037,0.11232876712328767,2026-04-25 08:31:00
13050003.0,USA1,CP PA 938K,CATERPILLAR,MAQUINAS PESADAS,40,194.02666666666667,4.850666666666667,204.60806267806265,97.68418977722175,0.1095890410958904,2026-04-14 21:46:51
15220071.0,USA1,MT TRANSBORDO MGT22000,MEGATEC,IMPLEMENTOS AGRICOLAS,40,187.37583333333333,4.684395833333333,209.82850427350428,97.81626380930925,0.1095890410958904,2026-04-11 18:10:00
63020003.0,USA1,CS COLHEDORA A9900,CASE,COLHEDORAS,40,112.02361111111111,2.800590277777778,151.77649572649574,98.188224173342,0.1095890410958904,2026-04-20 15:35:00
11040002.0,USA1,VV FH 520,VOLVO,CAMINHOES,39,2330.7994444444444,59.764088319088316,209.9578216374269,77.84233089231662,0.10684931506849316,2026-04-12 15:24:58
13100276.0,USA1,CS PUMA 230 C4,CASE,TRATORES,39,1771.1299999999999,45.41358974358974,221.4098611111111,82.97991064948795,0.10684931506849316,2026-04-24 06:46:11
13100001.0,USA1,CS PUMA 230 C4,CASE,TRATORES,39,1673.8288888888887,42.91868945868946,222.19509502923975,83.81121919345406,0.10684931506849316,2026-04-15 11:33:00
13090021.0,USA1,JD 7195J,JOHN DEERE,TRATORES,39,1040.7791666666667,26.6866452991453,185.708567251462,87.43538285130288,0.10684931506849316,2026-04-22 09:24:23
13130019.0,USA1,JD PULVERIZADOR M4025,JOHN DEERE,TRATORES,39,832.8541666666666,21.355235042735043,221.3421052631579,91.20087800887346,0.10684931506849316,2026-04-21 22:00:00
10500160.0,USA1,GM SPIN 18L AT PREMIER,CHEVROLET,VEICULOS LEVES,39,206.32055555555556,5.290270655270655,226.1046710526316,97.71374835758132,0.10684931506849316,2026-04-25 08:31:11
15110004.0,USA1,MT CALCAREADEIRA,MASCHIETO,IMPLEMENTOS AGRICOLAS,38,1422.536388888889,37.43516812865497,157.03704954954955,80.75037731579768,0.10410958904109589,2026-04-18 15:05:41
10500163.0,USA1,VW/POLO TRACK MA,VOLKSWAGEN,VEICULOS LEVES,38,336.45416666666665,8.854057017543859,222.46107357357357,96.17229664357984,0.10410958904109589,2026-04-13 07:08:45
10500164.0,USA1,VW/POLO TRACK MA,VOLKSWAGEN,VEICULOS LEVES,38,139.73,3.6771052631578947,213.3922897897898,98.30602316726365,0.10410958904109589,2026-03-31 07:39:41
13040046.0,USA1,CP MOTONIVELADORA 140K,CATERPILLAR,MAQUINAS PESADAS,37,1593.3902777777778,43.0646021021021,207.38403549382716,82.80501642353431,0.10136986301369863,2026-04-25 12:24:19
11120225.0,USA1,VV FM13 440 6X4,VOLVO,CAMINHOES,37,1369.8605555555555,37.02325825825826,235.48163580246916,86.41372721547978,0.10136986301369863,2026-04-16 15:27:40
13050111.0,USA1,CP PA 938K,CATERPILLAR,MAQUINAS PESADAS,37,479.04361111111115,12.947124624624626,232.30787037037038,94.72095374657351,0.10136986301369863,2026-04-25 19:19:00
15220693.0,USA1,MT TRANSBORDO MGT22000,MEGATEC,IMPLEMENTOS AGRICOLAS,37,80.11083333333333,2.1651576576576574,219.40972222222223,99.0228325255862,0.10136986301369863,2026-04-25 17:42:00
11060021.0,USA1,VV FMX 500 R,VOLVO,CAMINHOES,36,1087.6966666666667,30.213796296296298,232.04468253968253,88.47938246633674,0.09863013698630137,2026-04-16 15:49:32
13100374.0,USA1,JD 7230J,JOHN DEERE,TRATORES,36,770.2447222222222,21.395686728395063,249.57971428571432,92.10419593500998,0.09863013698630137,2026-04-25 14:44:24
15220003.0,USA1,MT TRANSBORDO MGT22000,MEGATEC,IMPLEMENTOS AGRICOLAS,36,72.43055555555556,2.01195987654321,237.52946825396825,99.16007853328527,0.09863013698630137,2026-04-23 04:09:00
13100350.0,USA1,JD 7230J,JOHN DEERE,TRATORES,35,1312.91,37.51171428571429,251.5361846405229,87.02231899105173,0.0958904109589041,2026-04-24 16:18:44
11120126.0,USA1,MB ATEGO 2730/48,MERCEDES BENZ,CAMINHOES,35,980.1880555555556,28.005373015873015,247.28083333333336,89.82681573941717,0.0958904109589041,2026-04-23 08:12:54
13050004.0,USA1,CP PA 938K,CATERPILLAR,MAQUINAS PESADAS,35,485.1094444444444,13.86026984126984,211.95049836601308,93.86199783504264,0.0958904109589041,2026-03-31 15:41:12
15120073.0,USA1,SO DIST TORTA FILT SPANDE,SOLLUS,IMPLEMENTOS AGRICOLAS,35,461.92305555555555,13.197801587301587,249.9273366013072,94.98421105708213,0.0958904109589041,2026-04-15 14:10:00
15150043.0,USA1,DM DISTRIBUIDOR DE TORTA,DMB,IMPLEMENTOS AGRICOLAS,35,256.3936111111111,7.325531746031746,246.52979575163397,97.11428874932747,0.0958904109589041,2026-04-16 20:45:50
10500162.0,USA1,VW/POLO TRACK MA,VOLKSWAGEN,VEICULOS LEVES,35,186.98333333333332,5.342380952380952,251.6397549019608,97.92110804331978,0.0958904109589041,2026-04-21 20:32:46
13020248.0,USA1,JD COLHEDORA CH570,JOHN DEERE,COLHEDORAS,35,22.490277777777777,0.6425793650793651,31.358006535947712,97.99197624985128,0.0958904109589041,2026-04-25 02:49:47
